marker,LG,position
TIG058_20151,9,0
TIG058_20199,9,0
TIG058_20422,9,0
TIG058_20854,9,0
TIG058_37744,9,0
TIG058_37774,9,0
TIG058_37808,9,0
TIG058_37941,9,0
TIG058_37962,9,0
TIG058_48220,9,0
TIG058_48264,9,0
TIG058_48281,9,0
TIG058_48307,9,0
TIG058_255214,9,18.18181818
TIG058_322719,9,21.59090909
TIG019_72179,9,23.86363636
TIG019_161655,9,23.86363636
TIG019_168864,9,25
TIG019_294390,9,25
TIG019_294411,9,25
TIG019_294438,9,25
TIG019_294451,9,25
TIG019_296476,9,25
TIG019_296500,9,25
TIG019_296535,9,25
TIG019_296550,9,25
TIG019_332648,9,25
TIG019_332654,9,25
TIG019_332698,9,25
TIG019_337325,9,25
TIG019_337343,9,25
TIG019_337366,9,25
TIG019_337514,9,25
TIG019_337556,9,25
TIG019_337571,9,25
TIG019_337580,9,25
TIG019_496533,9,26.13636364
TIG019_621170,9,27.27272727
TIG019_645296,9,27.27272727
TIG019_750661,9,36.36363636
TIG019_750766,9,36.36363636
TIG019_775236,9,36.36363636
TIG019_813150,9,36.36363636
TIG019_813267,9,36.36363636
TIG019_813277,9,36.36363636
TIG019_845775,9,36.36363636
TIG019_845802,9,36.36363636
TIG019_845821,9,36.36363636
TIG019_848161,9,36.36363636
TIG019_861117,9,36.36363636
TIG019_861202,9,36.36363636
TIG019_911367,9,36.36363636
TIG019_911393,9,36.36363636
TIG019_916258,9,36.36363636
TIG019_916265,9,36.36363636
TIG019_921270,9,36.36363636
TIG019_924972,9,36.36363636
TIG019_925192,9,36.36363636
TIG019_925272,9,36.36363636
TIG019_1010945,9,36.36363636
TIG019_1010969,9,36.36363636
TIG019_1064217,9,36.36363636
TIG019_1080445,9,36.36363636
TIG019_1192793,9,36.36363636
TIG019_1611663,9,37.5
TIG019_1611685,9,37.5
TIG019_1611716,9,37.5
TIG019_1611731,9,37.5
TIG019_1611761,9,37.5
TIG019_1671521,9,37.5
TIG019_1731291,9,37.5
TIG019_2036560,9,55.68181818
TIG019_2096897,9,55.68181818
TIG019_2096938,9,55.68181818
TIG019_2097003,9,55.68181818
TIG019_2117204,9,55.68181818
TIG019_2117331,9,55.68181818
TIG019_2164958,9,55.68181818
TIG019_2164968,9,55.68181818
TIG019_2245302,9,55.68181818
TIG019_2248584,9,55.68181818
TIG019_2248639,9,55.68181818
TIG019_2263049,9,55.68181818
TIG019_2272774,9,55.68181818
TIG019_2328026,9,55.68181818
TIG019_2328066,9,55.68181818
TIG019_2328165,9,55.68181818
TIG019_2328177,9,55.68181818
TIG019_2342343,9,55.68181818
TIG019_2357544,9,55.68181818
TIG019_2357553,9,55.68181818
TIG019_2357588,9,55.68181818
TIG019_2527460,9,60.22727273
TIG019_2531735,9,60.22727273
TIG019_2531756,9,60.22727273
TIG019_2663621,9,61.36363636
TIG019_2766571,9,61.36363636
TIG019_2930038,9,76.13636364
TIG019_2954035,9,78.40909091
TIG019_2956145,9,78.40909091
TIG019_2990124,9,80.68181818
TIG019_2997210,9,80.68181818
TIG019_2999370,9,80.68181818
TIG019_3006329,9,80.68181818
TIG019_3016490,9,80.68181818
TIG019_3016597,9,80.68181818
TIG019_3016607,9,80.68181818
TIG019_3016685,9,80.68181818
TIG019_3021666,9,80.68181818
TIG019_3021916,9,80.68181818
TIG019_3021950,9,80.68181818
TIG019_3021972,9,80.68181818
TIG019_3273747,9,87.5
TIG019_3307016,9,87.5
TIG019_3307021,9,87.5
TIG019_3307422,9,87.5
TIG019_3319905,9,87.5
TIG019_3361566,9,88.63636364
TIG019_3361593,9,88.63636364
TIG019_3378005,9,88.63636364
TIG019_3378021,9,88.63636364
TIG019_3378029,9,88.63636364
TIG019_3378215,9,88.63636364
TIG019_3472751,9,88.63636364
TIG019_3508249,9,88.63636364
TIG019_3523339,9,88.63636364
TIG019_3523345,9,88.63636364
TIG019_3535960,9,88.63636364
TIG019_3535970,9,88.63636364
TIG019_3683765,9,88.63636364
TIG019_3683780,9,88.63636364
TIG019_3714482,9,88.63636364
TIG019_3715275,9,88.63636364
TIG019_3715295,9,88.63636364
TIG019_3715343,9,88.63636364
TIG019_3746575,9,88.63636364
TIG019_3746596,9,88.63636364
TIG019_3746728,9,88.63636364
TIG019_3746914,9,88.63636364
TIG019_3746923,9,88.63636364
TIG019_3765522,9,88.63636364
TIG019_3765529,9,88.63636364
TIG019_3765547,9,88.63636364
TIG019_3765587,9,88.63636364
TIG019_3765600,9,88.63636364
TIG019_3825094,9,88.63636364
TIG019_3831975,9,88.63636364
TIG070_293963,9,89.77272727
TIG070_180063,9,89.77272727
TIG070_180009,9,89.77272727
TIG070_179632,9,89.77272727
TIG070_179588,9,89.77272727
TIG070_179548,9,89.77272727
TIG070_83792,9,89.77272727
