marker,LG,position
TIG034_111226,13,0
TIG034_111229,13,0
TIG034_111263,13,0
TIG034_187222,13,0
TIG034_187382,13,0
TIG034_250226,13,2.272727273
TIG034_395426,13,2.272727273
TIG034_413297,13,2.272727273
TIG034_413352,13,2.272727273
TIG034_413371,13,2.272727273
TIG034_533466,13,2.272727273
TIG034_544119,13,2.272727273
TIG034_544137,13,2.272727273
TIG034_544248,13,2.272727273
TIG034_544295,13,2.272727273
TIG034_554491,13,2.272727273
TIG034_730389,13,10.22727273
TIG034_773976,13,10.22727273
TIG034_774017,13,10.22727273
TIG034_858852,13,28.40909091
TIG034_858870,13,28.40909091
TIG034_858875,13,28.40909091
TIG034_858887,13,28.40909091
TIG034_940960,13,28.40909091
TIG034_940998,13,28.40909091
TIG034_1056013,13,28.40909091
TIG034_1077886,13,28.40909091
TIG034_1077896,13,28.40909091
TIG034_1077959,13,28.40909091
TIG034_1078114,13,28.40909091
TIG034_1078178,13,28.40909091
TIG034_1078853,13,28.40909091
TIG034_1078863,13,28.40909091
TIG034_1078952,13,28.40909091
TIG034_1078973,13,28.40909091
TIG034_1078981,13,28.40909091
TIG034_1078991,13,28.40909091
TIG034_1079196,13,28.40909091
TIG034_1079226,13,28.40909091
TIG034_1260027,13,28.40909091
TIG034_1283042,13,28.40909091
TIG034_1283061,13,28.40909091
TIG034_1288997,13,28.40909091
TIG034_1289210,13,28.40909091
TIG034_1289237,13,28.40909091
TIG034_1289256,13,28.40909091
TIG034_1302990,13,28.40909091
TIG034_1428765,13,29.54545455
TIG034_1428811,13,29.54545455
TIG034_1428819,13,29.54545455
TIG034_1440402,13,29.54545455
TIG034_1546108,13,37.5
TIG034_1546119,13,37.5
TIG034_1546176,13,37.5
TIG034_1546185,13,37.5
TIG034_1546190,13,37.5
TIG034_1546233,13,37.5
TIG034_1652097,13,37.5
TIG034_1652881,13,37.5
TIG034_1652901,13,37.5
TIG034_1795852,13,43.18181818
TIG034_1795861,13,43.18181818
TIG034_1808382,13,44.31818182
