marker,LG,position
TIG009_184523,5,0
TIG009_206088,5,2.272727273
TIG009_214657,5,2.272727273
TIG009_214669,5,2.272727273
TIG009_214693,5,2.272727273
TIG009_214700,5,2.272727273
TIG009_214741,5,2.272727273
TIG009_214774,5,2.272727273
TIG009_214814,5,2.272727273
TIG009_214823,5,2.272727273
TIG009_216202,5,2.272727273
TIG009_216214,5,2.272727273
TIG009_216220,5,2.272727273
TIG009_216257,5,2.272727273
TIG009_216287,5,2.272727273
TIG009_216325,5,2.272727273
TIG009_216335,5,2.272727273
TIG009_216425,5,2.272727273
TIG009_216437,5,2.272727273
TIG009_216445,5,2.272727273
TIG009_243420,5,3.409090909
TIG009_243431,5,3.409090909
TIG009_243455,5,3.409090909
TIG009_255651,5,3.409090909
TIG009_255749,5,3.409090909
TIG009_255768,5,3.409090909
TIG009_255797,5,3.409090909
TIG009_255839,5,3.409090909
TIG009_255888,5,3.409090909
TIG009_255889,5,3.409090909
TIG009_255942,5,3.409090909
TIG009_294001,5,3.409090909
TIG009_307138,5,3.409090909
TIG009_307154,5,3.409090909
TIG009_313406,5,3.409090909
TIG009_314149,5,3.409090909
TIG009_353307,5,3.409090909
TIG009_361217,5,3.409090909
TIG009_361281,5,3.409090909
TIG009_361323,5,3.409090909
TIG009_361449,5,3.409090909
TIG009_382901,5,3.409090909
TIG009_382914,5,3.409090909
TIG009_416682,5,3.409090909
TIG009_447376,5,3.409090909
TIG009_447633,5,3.409090909
TIG009_451850,5,3.409090909
TIG009_451867,5,3.409090909
TIG009_451887,5,3.409090909
TIG009_451900,5,3.409090909
TIG009_451910,5,3.409090909
TIG009_459812,5,3.409090909
TIG009_459893,5,3.409090909
TIG009_518703,5,3.409090909
TIG009_536114,5,3.409090909
TIG009_536131,5,3.409090909
TIG009_555221,5,3.409090909
TIG009_592299,5,3.409090909
TIG009_641033,5,3.409090909
TIG009_641052,5,3.409090909
TIG009_641053,5,3.409090909
TIG009_653362,5,3.409090909
TIG009_661849,5,3.409090909
TIG009_824054,5,12.5
TIG009_828424,5,12.5
TIG009_941471,5,12.5
TIG009_1051621,5,26.13636364
TIG009_1051650,5,26.13636364
TIG009_1051777,5,26.13636364
TIG009_1051785,5,26.13636364
TIG009_1108500,5,26.13636364
TIG009_1108559,5,26.13636364
TIG009_1108700,5,26.13636364
TIG009_1108723,5,26.13636364
TIG009_1108753,5,26.13636364
TIG009_1124869,5,26.13636364
