marker,LG,position
TIG017_197627,8,0
TIG017_197638,8,0
TIG017_209841,8,0
TIG017_209846,8,0
TIG017_232537,8,0
TIG017_232583,8,0
TIG017_233180,8,0
TIG017_233233,8,0
TIG017_233285,8,0
TIG017_233313,8,0
TIG017_233338,8,0
TIG017_233462,8,0
TIG017_242200,8,0
TIG017_242225,8,0
TIG017_242248,8,0
TIG017_257252,8,0
TIG017_260791,8,0
TIG017_287937,8,0
TIG017_288010,8,0
TIG017_380445,8,0
TIG017_380473,8,0
TIG017_380545,8,0
TIG017_380554,8,0
TIG017_395787,8,0
TIG017_395826,8,0
TIG017_395834,8,0
TIG017_395889,8,0
TIG017_395895,8,0
TIG017_396118,8,0
TIG017_418943,8,0
TIG017_451009,8,0
TIG017_451014,8,0
TIG017_464817,8,0
TIG017_470820,8,1.136363636
TIG017_470975,8,1.136363636
TIG017_471181,8,2.272727273
TIG017_471208,8,2.272727273
TIG017_570883,8,10.22727273
TIG017_603034,8,10.22727273
TIG017_606906,8,10.22727273
TIG017_607068,8,10.22727273
TIG017_607864,8,10.22727273
TIG017_607976,8,10.22727273
TIG017_608004,8,10.22727273
TIG017_608028,8,10.22727273
TIG017_630494,8,10.22727273
TIG017_637376,8,10.22727273
TIG017_637466,8,10.22727273
TIG017_646606,8,10.22727273
TIG017_646781,8,10.22727273
TIG017_648335,8,10.22727273
TIG017_702200,8,10.22727273
TIG017_702402,8,10.22727273
TIG120_22281,8,10.22727273
TIG120_22302,8,10.22727273
TIG120_22308,8,10.22727273
TIG120_22323,8,10.22727273
TIG120_22588,8,10.22727273
TIG120_22614,8,10.22727273
TIG120_22624,8,10.22727273
TIG120_101457,8,11.36363636
TIG120_101538,8,11.36363636
TIG120_101576,8,11.36363636
TIG120_103228,8,11.36363636
TIG120_103239,8,11.36363636
TIG120_103250,8,11.36363636
TIG120_103266,8,11.36363636
TIG120_103281,8,11.36363636
TIG120_103302,8,11.36363636
TIG120_103307,8,11.36363636
TIG120_103312,8,11.36363636
TIG120_109509,8,11.36363636
TIG120_109531,8,11.36363636
TIG120_109590,8,11.36363636
TIG120_116980,8,11.36363636
TIG120_117008,8,11.36363636
TIG120_117055,8,11.36363636
TIG120_125039,8,11.36363636
TIG120_238540,8,11.36363636
TIG120_238586,8,11.36363636
TIG120_238600,8,11.36363636
TIG120_238624,8,11.36363636
