marker,LG,position
TIG118_83501,10,0
TIG118_83569,10,0
TIG118_83578,10,0
TIG118_246648,10,11.36363636
TIG118_247168,10,11.36363636
TIG118_247227,10,11.36363636
TIG118_247378,10,11.36363636
TIG118_247408,10,11.36363636
TIG118_261832,10,11.36363636
TIG118_294693,10,11.36363636
TIG118_294718,10,11.36363636
TIG118_294769,10,11.36363636
TIG118_294881,10,11.36363636
TIG118_294904,10,11.36363636
TIG118_294909,10,11.36363636
TIG118_308408,10,11.36363636
TIG118_311637,10,11.36363636
TIG118_311672,10,11.36363636
TIG118_311681,10,11.36363636
TIG118_328275,10,11.36363636
TIG118_328382,10,11.36363636
TIG118_328390,10,11.36363636
TIG118_328486,10,11.36363636
TIG118_418846,10,11.36363636
TIG118_418863,10,11.36363636
TIG118_418877,10,11.36363636
TIG118_452289,10,11.36363636
TIG118_452573,10,11.36363636
TIG118_637090,10,17.04545455
TIG118_637107,10,17.04545455
TIG118_637108,10,17.04545455
TIG118_745753,10,17.04545455
TIG118_801577,10,17.04545455
TIG118_801641,10,17.04545455
TIG118_824730,10,17.04545455
TIG118_824747,10,17.04545455
TIG118_838761,10,17.04545455
TIG118_838785,10,17.04545455
TIG118_843724,10,17.04545455
TIG118_843781,10,17.04545455
TIG118_843795,10,17.04545455
TIG118_858650,10,17.04545455
TIG118_858756,10,17.04545455
TIG118_858772,10,17.04545455
TIG118_858783,10,17.04545455
TIG118_1006916,10,17.04545455
TIG118_1006929,10,17.04545455
TIG118_1006976,10,17.04545455
TIG118_1007022,10,17.04545455
TIG118_1007176,10,17.04545455
TIG118_1007332,10,17.04545455
TIG118_1007450,10,17.04545455
TIG118_1008828,10,17.04545455
TIG118_1008857,10,17.04545455
TIG118_1008874,10,17.04545455
TIG118_1009050,10,17.04545455
TIG118_1009073,10,17.04545455
TIG118_1009079,10,17.04545455
TIG118_1015324,10,17.04545455
TIG118_1024332,10,17.04545455
TIG118_1036735,10,17.04545455
TIG118_1040047,10,17.04545455
TIG118_1181852,10,17.04545455
TIG118_1181872,10,17.04545455
TIG118_1181911,10,17.04545455
TIG118_1254000,10,17.04545455
TIG118_1254019,10,17.04545455
TIG118_1281316,10,17.04545455
TIG118_1281396,10,17.04545455
TIG118_1281524,10,17.04545455
TIG118_1281544,10,17.04545455
TIG118_1281577,10,17.04545455
TIG118_1281599,10,17.04545455
TIG118_1331507,10,17.04545455
TIG118_1337488,10,17.04545455
TIG118_1397923,10,17.04545455
TIG118_1397982,10,17.04545455
TIG121_6208057,10,17.04545455
TIG121_6208010,10,17.04545455
TIG121_6207987,10,17.04545455
TIG121_6207972,10,17.04545455
TIG121_6207970,10,17.04545455
TIG121_6207938,10,17.04545455
TIG121_6207932,10,17.04545455
TIG121_6207867,10,17.04545455
TIG121_6096307,10,20.45454545
TIG121_6041362,10,20.45454545
TIG121_6004334,10,20.45454545
TIG121_5981336,10,20.45454545
TIG121_5981324,10,20.45454545
TIG121_5981206,10,20.45454545
TIG121_5981200,10,20.45454545
TIG121_5981189,10,20.45454545
TIG121_5981085,10,20.45454545
TIG121_5954337,10,21.59090909
TIG121_5954323,10,21.59090909
TIG121_5954242,10,21.59090909
TIG121_5933899,10,21.59090909
TIG121_5929357,10,21.59090909
TIG121_5929153,10,21.59090909
TIG121_5929063,10,21.59090909
TIG121_5928953,10,21.59090909
TIG121_5913929,10,21.59090909
TIG121_5912446,10,21.59090909
