marker,LG,position
TIG123_1477698,4,0
TIG123_1456135,4,0
TIG123_1456087,4,0
TIG123_1456010,4,0
TIG123_1455371,4,0
TIG123_1455361,4,0
TIG123_1455338,4,0
TIG123_1455247,4,0
TIG123_1455240,4,0
TIG123_1429358,4,0
TIG123_1429336,4,0
TIG123_1429294,4,0
TIG123_1406612,4,1.136363636
TIG123_1406551,4,1.136363636
TIG123_1015723,4,5.681818182
TIG123_1015697,4,5.681818182
TIG123_942669,4,5.681818182
TIG123_917485,4,5.681818182
TIG123_911641,4,5.681818182
TIG123_911640,4,5.681818182
TIG123_911613,4,5.681818182
TIG123_853337,4,5.681818182
TIG123_853322,4,5.681818182
TIG123_795395,4,5.681818182
TIG123_795376,4,5.681818182
TIG123_795359,4,5.681818182
TIG123_795297,4,5.681818182
TIG123_795268,4,5.681818182
TIG123_778673,4,5.681818182
TIG123_684278,4,20.45454545
TIG123_684238,4,20.45454545
TIG123_437993,4,23.86363636
TIG123_437934,4,23.86363636
TIG123_363403,4,23.86363636
TIG123_336785,4,23.86363636
TIG123_200103,4,39.77272727
TIG123_183977,4,40.90909091
TIG123_180646,4,40.90909091
TIG123_180436,4,40.90909091
TIG123_172681,4,40.90909091
TIG123_134350,4,40.90909091
TIG006_138943,4,47.72727273
TIG006_140083,4,47.72727273
TIG006_149780,4,47.72727273
TIG006_149846,4,47.72727273
TIG006_178179,4,47.72727273
TIG006_178202,4,47.72727273
TIG006_178211,4,47.72727273
TIG006_338148,4,47.72727273
TIG006_428395,4,47.72727273
TIG006_518769,4,47.72727273
TIG006_596161,4,51.13636364
TIG006_735258,4,51.13636364
TIG006_755583,4,51.13636364
TIG006_756501,4,51.13636364
TIG006_756615,4,51.13636364
TIG006_790338,4,73.86363636
TIG006_790382,4,73.86363636
TIG006_790498,4,73.86363636
TIG006_790510,4,73.86363636
TIG006_790516,4,73.86363636
TIG006_790598,4,73.86363636
TIG006_790615,4,73.86363636
TIG006_790643,4,73.86363636
TIG006_790662,4,73.86363636
TIG006_807307,4,73.86363636
TIG006_807316,4,73.86363636
TIG006_808957,4,73.86363636
TIG006_808999,4,73.86363636
TIG006_813929,4,73.86363636
TIG006_822774,4,73.86363636
TIG006_826936,4,73.86363636
TIG006_1093028,4,73.86363636
TIG006_1093046,4,73.86363636
TIG006_1097207,4,73.86363636
TIG006_1128764,4,73.86363636
TIG006_1140120,4,73.86363636
TIG006_1257705,4,73.86363636
TIG006_1269594,4,73.86363636
TIG006_1269618,4,73.86363636
TIG006_1342385,4,73.86363636
TIG006_1342494,4,73.86363636
TIG006_1356666,4,73.86363636
TIG006_1391113,4,73.86363636
TIG006_1459307,4,76.13636364
TIG006_1459312,4,76.13636364
TIG006_1465840,4,76.13636364
TIG006_1619395,4,76.13636364
TIG006_1631944,4,76.13636364
TIG006_1664443,4,76.13636364
TIG006_1664494,4,76.13636364
TIG006_1664512,4,76.13636364
TIG006_1664579,4,76.13636364
TIG006_1664584,4,76.13636364
TIG006_1723580,4,76.13636364
TIG006_1734594,4,76.13636364
TIG006_1734610,4,76.13636364
TIG006_1734624,4,76.13636364
TIG006_1734689,4,76.13636364
TIG006_1734730,4,76.13636364
TIG006_1783170,4,76.13636364
TIG006_1935217,4,76.13636364
TIG006_1935223,4,76.13636364
TIG006_1966682,4,86.36363636
TIG006_1966746,4,86.36363636
TIG006_1970236,4,87.5
TIG006_1970242,4,87.5
TIG006_1970257,4,87.5
TIG006_1986924,4,87.5
TIG006_1986959,4,87.5
TIG006_1986964,4,87.5
TIG006_1986980,4,87.5
TIG006_1986985,4,87.5
TIG006_1986990,4,87.5
TIG006_1987289,4,87.5
TIG006_1994763,4,87.5
TIG006_1994928,4,87.5
TIG006_1994933,4,87.5
TIG006_1994954,4,87.5
TIG006_1994971,4,87.5
TIG006_1995090,4,87.5
TIG006_2005374,4,87.5
TIG006_2005395,4,87.5
TIG006_2029346,4,87.5
TIG006_2029352,4,87.5
TIG006_2029578,4,87.5
TIG006_2044087,4,87.5
TIG006_2095957,4,87.5
TIG006_2096078,4,87.5
TIG006_2096282,4,87.5
TIG006_2120394,4,87.5
TIG006_2120428,4,87.5
TIG006_2203707,4,94.31818182
TIG006_2203711,4,95.45454545
TIG006_2203718,4,95.45454545
