marker,LG,position
TIG125_213170,11,0
TIG125_235335,11,34.09090909
TIG125_319510,11,34.09090909
TIG125_319556,11,34.09090909
TIG125_319574,11,34.09090909
TIG125_327505,11,34.09090909
TIG125_362041,11,34.09090909
TIG125_362048,11,34.09090909
TIG125_362200,11,34.09090909
TIG125_362216,11,34.09090909
TIG125_362219,11,34.09090909
TIG125_362231,11,34.09090909
TIG125_495696,11,34.09090909
TIG125_495805,11,34.09090909
TIG125_495812,11,34.09090909
TIG125_520819,11,34.09090909
TIG125_574855,11,34.09090909
TIG125_574867,11,34.09090909
TIG125_574875,11,34.09090909
TIG125_593457,11,34.09090909
TIG125_660619,11,34.09090909
TIG125_667639,11,34.09090909
TIG125_667716,11,34.09090909
TIG125_681437,11,34.09090909
TIG125_687245,11,34.09090909
TIG125_687256,11,34.09090909
TIG125_687264,11,34.09090909
TIG125_694142,11,34.09090909
TIG125_694775,11,34.09090909
TIG125_694776,11,34.09090909
TIG125_694780,11,34.09090909
TIG125_694822,11,34.09090909
TIG125_695120,11,34.09090909
TIG125_768008,11,34.09090909
TIG125_986302,11,43.18181818
TIG125_986343,11,43.18181818
TIG125_1009243,11,43.18181818
TIG125_1009252,11,43.18181818
TIG125_1009294,11,43.18181818
TIG125_1009610,11,43.18181818
TIG125_1018400,11,43.18181818
TIG125_1041875,11,43.18181818
TIG125_1057524,11,43.18181818
TIG125_1057803,11,43.18181818
TIG125_1251612,11,44.31818182
TIG125_1251624,11,44.31818182
TIG125_1251636,11,44.31818182
TIG125_1251641,11,44.31818182
TIG125_1251764,11,44.31818182
TIG125_1251790,11,44.31818182
TIG125_1251839,11,44.31818182
TIG125_1616374,11,61.36363636
TIG125_1645070,11,61.36363636
TIG125_1645330,11,61.36363636
TIG125_1697178,11,61.36363636
TIG127_257170,11,70.45454545
TIG127_257301,11,70.45454545
TIG127_257334,11,70.45454545
TIG127_397078,11,70.45454545
TIG127_397323,11,70.45454545
TIG127_397332,11,70.45454545
TIG127_403440,11,70.45454545
TIG127_407269,11,70.45454545
TIG127_407676,11,70.45454545
TIG127_705990,11,79.54545455
TIG127_706028,11,79.54545455
TIG127_706284,11,79.54545455
TIG127_706290,11,79.54545455
TIG127_791619,11,79.54545455
TIG127_854586,11,79.54545455
TIG127_984270,11,79.54545455
TIG127_1064919,11,79.54545455
TIG127_1083073,11,79.54545455
TIG127_1117495,11,79.54545455
TIG127_1233915,11,79.54545455
TIG127_1344253,11,79.54545455
TIG127_1438440,11,79.54545455
TIG127_1438458,11,79.54545455
TIG127_1438727,11,80.68181818
TIG131_67012,11,86.36363636
TIG131_67041,11,86.36363636
TIG131_204481,11,86.36363636
TIG131_204537,11,86.36363636
TIG131_204570,11,87.5
TIG131_204581,11,87.5
TIG131_204614,11,87.5
TIG131_235885,11,88.63636364
TIG131_235943,11,88.63636364
TIG131_308880,11,93.18181818
TIG131_308896,11,93.18181818
TIG131_308984,11,93.18181818
TIG131_374162,11,97.72727273
TIG131_760638,11,97.72727273
TIG131_917534,11,107.9545455
TIG131_917559,11,107.9545455
TIG131_917573,11,107.9545455
TIG131_933596,11,107.9545455
TIG131_961556,11,107.9545455
TIG131_961667,11,107.9545455
TIG131_961716,11,107.9545455
TIG131_1122241,11,109.0909091
TIG131_1139069,11,109.0909091
TIG131_1139162,11,109.0909091
TIG131_1211807,11,109.0909091
TIG131_1211823,11,109.0909091
TIG131_1262713,11,109.0909091
TIG131_1262789,11,109.0909091
TIG131_1269003,11,109.0909091
TIG131_1659774,11,110.2272727
TIG131_1775278,11,112.5
TIG131_1790539,11,112.5
TIG131_1790544,11,112.5
TIG131_1790554,11,112.5
TIG131_1863288,11,117.0454545
TIG131_1863401,11,117.0454545
TIG131_1863613,11,117.0454545
TIG131_1863651,11,117.0454545
TIG131_2066749,11,118.1818182
TIG131_2079904,11,121.5909091
